pairs,Aggregate Dissimilarity
11 57,0.4792065840703138
11 58,0.42395434396054893
11 59,0.3830388063455697
11 60,0.39221077449801617
11 61,0.357297261258886
11 62,0.3661329572479398
11 63,0.4413489752733703
11 64,0.44832506006077677
11 65,0.27101827923507077
11 66,0.1418451443390587
11 67,0.5377093414490198
11 68,0.5263385920132614
11 69,0.43181940779430167
11 70,0.36052504975706734
11 71,0.31230986436227237
11 72,0.2843025259998197
11 73,0.4977468211920028
11 74,0.4185302743438394
11 75,0.2703299762938921
11 76,0.27242825852916064
11 77,0.48072081265962224
11 78,0.5184213656506149
11 79,0.37805908419721607
11 80,0.36171611310745483
11 81,0.3112085417751018
11 82,0.10772300901650336
11 83,0.39803293853458527
11 84,0.2899571789958883
11 85,0.3558860318824043
11 86,0.33924978388727134
11 87,0.36093909219774334
11 88,0.44597037835069436
11 89,0.2867970085907177
11 90,0.26931824294480017
11 91,0.3728476043496806
11 92,0.22924037417617676
11 93,0.27269081371272197
11 94,0.3426307074784474
11 95,0.3063123099780061
11 96,0.30658403243244065
11 97,0.3212399226312644
11 98,0.34162827398472473
11 99,0.44319591518531903
12 13,0.44021064267114574
12 14,0.22727486584343062
12 15,0.4414486030518679
12 16,0.5703000879603428
12 17,0.5220317551232544
12 18,0.33773669173650084
12 19,0.32395059371337354
12 20,0.5475107450263768
12 21,0.16336133517890955
12 22,0.2695775592785282
12 23,0.20801435397636056
12 24,0.35905798336708555
12 25,0.20079338562465862
12 26,0.3144261402077258
12 27,0.13887328179963374
12 28,0.341532169165695
12 29,0.28379010586303793
12 30,0.30253812183075707
12 31,0.27178200381388773
12 32,0.18325715407000312
12 33,0.5131948090518087
12 34,0.4348682072227487
12 35,0.44746812858120194
12 36,0.409353002811549
12 37,0.2358441427578939
12 38,0.11619515831725272
12 39,0.10058526584706719
12 40,0.3056376064179988
12 41,0.27698215715732777
12 42,0.15928307396017766
12 43,0.3476064899732028
12 44,0.4956847913460963
12 45,0.1116374715606256
12 46,0.2407628002754727
12 47,0.200754822476936
12 48,0.6047472447047646
12 49,0.5446787401896943
12 50,0.5227664626380678
12 51,0.2464940492290022
12 52,0.26479180824796783
12 53,0.3023226152026687
12 54,0.2388666904561134
12 55,0.28864135363467136
12 56,0.4569689441652593
12 57,0.33512924715492615
12 58,0.515263581766374
12 59,0.4503117629722565
12 60,0.29597924257129066
12 61,0.5826809418499553
12 62,0.09863324325163855
12 63,0.27392805434903666
12 64,0.3863183596191567
12 65,0.4829624376758165
12 66,0.16405422175552478
12 67,0.39704579013919855
12 68,0.28764948901935206
12 69,0.19882136171096126
12 70,0.5960519746377224
12 71,0.36847170987784805
12 72,0.1613260495199305
12 73,0.3457329763401073
12 74,0.3681037310792454
12 75,0.4702725861477233
12 76,0.3274604841379697
12 77,0.19734808279030513
12 78,0.24457244530510724
12 79,0.19612569161755358
12 80,0.5067544224505707
12 81,0.5341850182549911
12 82,0.3926830404731221
12 83,0.13212052612558553
12 84,0.47921317541383407
12 85,0.145995114829538
12 86,0.22056927236870916
12 87,0.3776451554003938
12 88,0.25648762456313406
12 89,0.3914628085335927
12 90,0.25539963618814265
12 91,0.2766284974843039
12 92,0.5107990450885778
12 93,0.41432776251162007
12 94,0.3903071452436638
12 95,0.4129968035772054
12 96,0.23893635413849248
12 97,0.38883903711835555
12 98,0.3025520242622051
12 99,0.2762063863300081
13 14,0.4596043072535841
13 15,0.3447753753467085
13 16,0.29152394892693684
13 17,0.5167251553700888
13 18,0.3056893143714775
13 19,0.42732714201617833
13 20,0.32158581664094527
13 21,0.3583421786132874
13 22,0.3016249366435515
13 23,0.35399916509648743
13 24,0.6018403864497129
13 25,0.41164724493205235
13 26,0.48553662248951257
13 27,0.48757349916244486
13 28,0.2802552137906059
13 29,0.5513886142495755
13 30,0.29236453463220674
13 31,0.4472176196461434
13 32,0.4542073985179326
13 33,0.471435427941084
13 34,0.41053611109217053
13 35,0.5063945502468723
13 36,0.4079178703444848
13 37,0.28252013579682905
13 38,0.3553993710191505
13 39,0.4448998153666189
13 40,0.388379234085883
13 41,0.4061592695882229
13 42,0.4309135905169508
13 43,0.5179372996553561
13 44,0.2665244224429944
13 45,0.47893194475696504
13 46,0.3321599226615693
13 47,0.3637685589883576
13 48,0.3349307871049077
13 49,0.3833796621443989
13 50,0.3393943388693042
13 51,0.4340141736614459
13 52,0.5344311329610362
13 53,0.371862539424947
13 54,0.42243238758918206
13 55,0.43736937586037866
13 56,0.2854657844873109
13 57,0.5106478230004553
13 58,0.3476538605195949
13 59,0.3131483665968893
13 60,0.48217753745890823
13 61,0.39192537689984114
13 62,0.36799618611226653
13 63,0.3277773232023626
13 64,0.4268333405307774
13 65,0.39715128951680906
13 66,0.50844604909566
13 67,0.4277049699487768
13 68,0.3249122858855091
13 69,0.28821623091824994
13 70,0.2752151088746001
13 71,0.49150409913380655
13 72,0.41531911572959734
13 73,0.41912777584583233
13 74,0.36326723806796357
13 75,0.40223700349947306
13 76,0.40014182752954175
13 77,0.4825840415239489
13 78,0.3774274516577986
13 79,0.3396492041520918
13 80,0.22665660539747695
13 81,0.35388809717004077
13 82,0.4870610411443785
13 83,0.33186895651455817
13 84,0.39987859048285757
13 85,0.31772503187710094
13 86,0.4640320990853185
13 87,0.4073143457182405
13 88,0.4452243443317855
13 89,0.3096337410117182
13 90,0.40333677295397496
13 91,0.4156555772994129
13 92,0.3708150082619081
13 93,0.34884749979733515
13 94,0.28667080709107345
13 95,0.33821933718358715
13 96,0.33578656320530215
13 97,0.3234804490902052
13 98,0.4783137979548652
13 99,0.4050349151800157
14 15,0.2839715193349865
14 16,0.5446180543717654
14 17,0.5417572597587871
14 18,0.3945453223053338
14 19,0.47662228495362946
14 20,0.48527175654759064
14 21,0.28500196603867073
14 22,0.3114083844920082
14 23,0.22823761869153497
14 24,0.22535973961920217
14 25,0.20788737591038195
14 26,0.20967412246110162
14 27,0.12558979266057685
14 28,0.43167413306786134
14 29,0.21176638157211877
14 30,0.3831562762091138
14 31,0.2775702262194554
14 32,0.23139369791796888
14 33,0.49680429694987466
14 34,0.4650466735307554
14 35,0.413140070595562
14 36,0.36752217759806893
14 37,0.3006669378966644
14 38,0.2931298881062615
14 39,0.15065754333808365
14 40,0.39005532940428644
14 41,0.1258542797896528
14 42,0.3679638354952182
14 43,0.44274264667443985
14 44,0.576302945724453
14 45,0.26980664634714563
14 46,0.3492555191137598
14 47,0.21238342981696517
14 48,0.6307572544554072
14 49,0.3599907721190715
14 50,0.5448693966950852
14 51,0.35405761591862495
14 52,0.2007822485269862
14 53,0.220809250306649
14 54,0.22342821079874203
14 55,0.21455567526041489
14 56,0.4117367584075617
14 57,0.32050930629518765
14 58,0.3736284512691367
14 59,0.4444980843434378
14 60,0.4192277824371758
14 61,0.4273324075147377
14 62,0.28803962836944563
14 63,0.22570453507162974
14 64,0.46353515345329577
14 65,0.42775914018575467
14 66,0.21560159646885818
14 67,0.25480493790121017
14 68,0.26842356276512164
14 69,0.35929250640004307
14 70,0.5256590396488253
14 71,0.19516509800267137
14 72,0.23528126475002523
14 73,0.3515211987456749
14 74,0.1630075997433164
14 75,0.44807487311663724
14 76,0.3546523899681267
14 77,0.25977034092398515
14 78,0.2974708939149777
14 79,0.2862512150422035
14 80,0.46492359723709065
14 81,0.5648612446426394
14 82,0.38705573776453445
14 83,0.3233409702003086
14 84,0.46459323455409557
14 85,0.24811233770710645
14 86,0.2773779029375421
14 87,0.44344642412037766
14 88,0.19990575136391567
14 89,0.419032011958364
14 90,0.34055293795878966
14 91,0.11624705567715447
14 92,0.4489021246097281
14 93,0.36254173570530784
14 94,0.3597754738380484
14 95,0.37255470625715487
14 96,0.20246383663165676
14 97,0.3266000486395694
14 98,0.28616151216027114
14 99,0.21637460196240205
15 16,0.43448526531672915
15 17,0.6132943989490217
15 18,0.3282017072337343
15 19,0.48857814871131655
15 20,0.4517609872771918
15 21,0.3527774179055741
15 22,0.19912140042563414
15 23,0.23343424907550725
15 24,0.5044388910481221
15 25,0.2537015318433867
15 26,0.2724888685845203
15 27,0.3221447928765002
15 28,0.46386201211746536
15 29,0.361320784021371
15 30,0.47224381455444414
15 31,0.3703468713468236
15 32,0.28258169288430374
15 33,0.5701790572560465
15 34,0.441954545488983
15 35,0.6674964562058258
15 36,0.5184901580634481
15 37,0.46629777871723366
15 38,0.3322220858495976
15 39,0.35038714672861015
15 40,0.4574580294307276
15 41,0.16446644589454001
15 42,0.425022671948833
15 43,0.4696924532147194
15 44,0.44236245116155387
15 45,0.47266827434838515
15 46,0.48640008849068084
15 47,0.43457133159534
15 48,0.5250963510473796
15 49,0.359808411615008
15 50,0.3871175600210014
15 51,0.4155894744577862
15 52,0.4264937158736977
15 53,0.3057926545158658
15 54,0.2740104840243259
15 55,0.29421259204205125
15 56,0.3858402031042955
15 57,0.2952082447858306
15 58,0.2742886462971423
15 59,0.445822641340755
15 60,0.5033111273243009
15 61,0.3101701400016516
15 62,0.3428153598002293
15 63,0.2575867121545132
15 64,0.5160145971742077
15 65,0.4856908371991184
15 66,0.4382554380478107
15 67,0.5241810255675943
15 68,0.20370126667439448
15 69,0.39489636816972024
15 70,0.39776826199908627
15 71,0.2546468214192905
15 72,0.3820235879182946
15 73,0.19885151521350272
15 74,0.17878704884337074
15 75,0.5701416305468617
15 76,0.3180697515669593
15 77,0.2921343679469783
15 78,0.20384479886174314
15 79,0.31707764072329014
15 80,0.3235830694901861
15 81,0.3671938983857269
15 82,0.5279815412076402
15 83,0.3333864807756269
15 84,0.2513510738965371
15 85,0.48562965892448967
15 86,0.43516504496887304
15 87,0.5139944829697108
15 88,0.289999719678494
15 89,0.3893297512790616
15 90,0.40033468114943943
15 91,0.33866224516312815
15 92,0.4627559164884352
15 93,0.3908396614019258
15 94,0.432093838760585
15 95,0.3893439188795019
15 96,0.22436482556047257
15 97,0.40635106253215175
15 98,0.30719403475835144
15 99,0.23960620889407105
16 17,0.34159902963301375
16 18,0.4255579345002284
16 19,0.3434570308800656
16 20,0.15914151159962817
16 21,0.5023427680460758
16 22,0.34831115762932857
16 23,0.4234999958330587
16 24,0.6098649683729155
16 25,0.5363392890288982
16 26,0.40213245115397755
16 27,0.6257191572474853
16 28,0.3436391262151369
16 29,0.7103526899121382
16 30,0.3284546026897227
16 31,0.4929365799109487
16 32,0.5948270833001873
16 33,0.2841645623613071
16 34,0.16758740917014986
16 35,0.28966454607235476
16 36,0.22574567414670516
16 37,0.485194289320584
16 38,0.49601905580140515
16 39,0.5210595698352846
16 40,0.3045091229497702
16 41,0.5276151913042754
16 42,0.4286761324420625
16 43,0.5156998415804678
16 44,0.37715682776061754
16 45,0.651159394596462
16 46,0.45307383895756764
16 47,0.4329596723420407
16 48,0.25972905032377136
16 49,0.3120918196881158
16 50,0.13403819039588213
16 51,0.5955397817886483
16 52,0.6919973892218654
16 53,0.5545429509369179
16 54,0.5630520723714366
16 55,0.5779890606426333
16 56,0.2527266948654949
16 57,0.6603654559050484
16 58,0.30101294555019914
16 59,0.3081637577628223
16 60,0.5080635238837712
16 61,0.1649046944760753
16 62,0.5086158708945211
16 63,0.5764450384229871
16 64,0.6265205547638367
16 65,0.2267989632650031
16 66,0.43319127851608397
16 67,0.5816209856255677
16 68,0.4629227077845282
16 69,0.42938481551435587
16 70,0.12175101692308507
16 71,0.4310514405116095
16 72,0.5912371876025162
16 73,0.5621256476752635
16 74,0.4799612550221113
16 75,0.1510479099758848
16 76,0.3536866823798235
16 77,0.6232037263062036
16 78,0.5180471364400533
16 79,0.5144597787884505
16 80,0.15171852235715536
16 81,0.11355540099991439
16 82,0.25072141118391894
16 83,0.4792913623852481
16 84,0.26295278552450047
16 85,0.5163076278512296
16 86,0.6489800842934346
16 87,0.5270667460658391
16 88,0.5623606631649207
16 89,0.23699224873154517
16 90,0.4361914004938204
16 91,0.5119973437643239
16 92,0.14565225132262508
16 93,0.26337349507126606
16 94,0.23391070093256147
16 95,0.21498261627849713
16 96,0.4350637504138531
16 97,0.29162626627664096
16 98,0.4739752923109326
16 99,0.5563303035881911
17 18,0.4339604579998833
17 19,0.427608789367178
17 20,0.26525161128044045
17 21,0.5217959441266204
17 22,0.536507273585456
17 23,0.5235412106707032
17 24,0.4592546629967278
17 25,0.6624025977469729
17 26,0.4326638573906007
17 27,0.5795986932472064
17 28,0.3645878554116824
17 29,0.591923293429188
17 30,0.38082320577189555
17 31,0.42797222241162863
17 32,0.682892736112153
17 33,0.14445724831863918
17 34,0.2124050600304717
17 35,0.20159434750623714
17 36,0.21515649137481033
17 37,0.4725487588954727
17 38,0.5881073222250254
17 39,0.46158254369795587
17 40,0.3951840386449713
17 41,0.5893336530513754
17 42,0.5226126267413079
17 43,0.45699445721043735
17 44,0.43772907759829627
17 45,0.4278158863500852
17 46,0.5251853341849047
17 47,0.4218733355910579
17 48,0.5557375751280577
17 49,0.45839388656676616
17 50,0.37246261685429266
17 51,0.5165807897944789
17 52,0.5488887146349797
17 53,0.7095425607596865
17 54,0.5858861531025151
17 55,0.7097598667487934
17 56,0.2920800461848622
17 57,0.6328253831881343
17 58,0.46625391218966705
17 59,0.4251116172050734
17 60,0.4725869432303493
17 61,0.3569664440004758
17 62,0.6002692601709355
17 63,0.6482743938426244
17 64,0.32985365323320553
17 65,0.34211603340523206
17 66,0.3759814472620544
17 67,0.49089326341963446
17 68,0.6883660513988422
17 69,0.5278604726220592
17 70,0.2987429853331242
17 71,0.5260380040199619
17 72,0.5408878085146521
17 73,0.6774427178154924
17 74,0.6621189426878893
17 75,0.30628033817380385
17 76,0.33833544332088555
17 77,0.707355484793316
17 78,0.6755844135181637
17 79,0.5849845027664703
17 80,0.38417285836263443
17 81,0.3088182705981379
17 82,0.2450339151141022
17 83,0.4887995648198026
17 84,0.44017461756949133
17 85,0.5662128109958763
17 86,0.4484676262753681
17 87,0.36605045181008145
17 88,0.68010668127369
17 89,0.2644707264796998
17 90,0.5018237565657736
17 91,0.4641267644155334
17 92,0.2441023006819389
17 93,0.3558595149831845
17 94,0.3953300520564613
17 95,0.3508794519032694
17 96,0.4620355280992005
17 97,0.40911772215289943
17 98,0.6038824907399201
17 99,0.6399172521219202
18 19,0.3173515602922314
18 20,0.30408026892681567
18 21,0.24906550659020707
18 22,0.3096952033959814
18 23,0.34787845865598716
18 24,0.4007269797327551
18 25,0.4436404141788133
18 26,0.24020552869772477
18 27,0.36129002441827607
18 28,0.353347379713663
18 29,0.44367712114359054
18 30,0.36853190323907714
18 31,0.34775326101038484
18 32,0.4645840672832225
18 33,0.394585059772879
18 34,0.2989732277809219
18 35,0.4923559734618873
18 36,0.3473753951965016
18 37,0.3213160261320253
18 38,0.38147821106391105
18 39,0.31810380684181455
18 40,0.5680318324010749
18 41,0.41854970744283904
18 42,0.321310760633466
18 43,0.5100025342579398
18 44,0.49057797748791016
18 45,0.3689563630330181
18 46,0.43148139309181743
18 47,0.4034528412099888
18 48,0.45851181100572536
18 49,0.5040252653015768
18 50,0.3781902292045006
18 51,0.45669165316198873
18 52,0.46912326797296483
18 53,0.4930135546812555
18 54,0.3131557155661017
18 55,0.47705365808200995
18 56,0.24873283314885147
18 57,0.5181325587368258
18 58,0.38644975085479116
18 59,0.3722694601841182
18 60,0.5626781462111518
18 61,0.42391854614660207
18 62,0.3819605913420051
18 63,0.36816051512486053
18 64,0.33407139334183394
18 65,0.34070908461391014
18 66,0.2631149553038723
18 67,0.5633262571093701
18 68,0.3857036410733131
18 69,0.43064023916727845
18 70,0.3650314073730617
18 71,0.3652206243896378
18 72,0.30080490153517697
18 73,0.3685405022906813
18 74,0.4424441989737202
18 75,0.3950011478029234
18 76,0.13370366077158116
18 77,0.4746492761265326
18 78,0.38649948898147074
18 79,0.35622287226506594
18 80,0.45751288153082814
18 81,0.36137283290641126
18 82,0.38299978862243195
18 83,0.22287184837182453
18 84,0.24749938064099683
18 85,0.31048917618055133
18 86,0.33878081358392553
18 87,0.3320512791373371
18 88,0.47200209407741267
18 89,0.37564051570065604
18 90,0.2966227698340724
18 91,0.44923604813347545
18 92,0.31097144281479155
18 93,0.24408733757452197
18 94,0.5426676417309323
18 95,0.24096080575007592
18 96,0.19905012678865958
18 97,0.5135235049582813
18 98,0.5066567266175878
18 99,0.42160858329298984
19 20,0.46156788364081575
19 21,0.40908063637527625
19 22,0.33494179161808396
19 23,0.30099237601266143
19 24,0.4655482596201416
19 25,0.37190951221785074
19 26,0.4209164164607819
19 27,0.43924110907309805
19 28,0.4702011799262527
19 29,0.6045660964018083
19 30,0.4648945801730871
19 31,0.39979869885363656
19 32,0.34071556231357675
19 33,0.4292088948286743
19 34,0.35647357060654755
19 35,0.41110126197711516
19 36,0.31623466849709037
19 37,0.4137629904395214
19 38,0.275403681909338
19 39,0.3488672359466117
19 40,0.25459416643369676
19 41,0.3749923290398685
19 42,0.18167432247428428
19 43,0.29949794039455624
19 44,0.5490113363532293
19 45,0.42458567344968945
19 46,0.5225862234859419
19 47,0.4383605586125752
19 48,0.4969518066721064
19 49,0.6138938323965292
19 50,0.3603833358713794
19 51,0.3463741928445284
19 52,0.5583569144329967
19 53,0.39865851006846664
19 54,0.46747978844060173
19 55,0.3729369852406939
19 56,0.5040984898247082
19 57,0.501306411861994
19 58,0.47889671516228727
19 59,0.509182991606265
19 60,0.31249654333278026
19 61,0.36264060585811336
19 62,0.27361667018962615
19 63,0.2783775142755621
19 64,0.4445372725323563
19 65,0.497615979234995
19 66,0.27371910118318404
19 67,0.6463932092493975
19 68,0.45536425506832645
19 69,0.37674020939258873
19 70,0.36920891755744506
19 71,0.31169668000845513
19 72,0.4106734686301294
19 73,0.5459237464893519
19 74,0.4604760313747952
19 75,0.4339057195436366
19 76,0.3775254505410584
19 77,0.35117526685470934
19 78,0.4070425475012368
19 79,0.27540508351686815
19 80,0.41722382460056073
19 81,0.28166299597018896
19 82,0.32910528951529383
19 83,0.3879751923043413
19 84,0.3127093225083774
19 85,0.2897344370424414
19 86,0.46111042924798834
19 87,0.36508781260583084
19 88,0.3525249391437163
19 89,0.4503340371676012
19 90,0.21446655953839383
19 91,0.5259759165945027
19 92,0.4268131308654434
19 93,0.5113594608129476
19 94,0.3124250424080981
19 95,0.48547347438808464
19 96,0.4746783310718206
19 97,0.3487446521096466
19 98,0.3308110079982544
19 99,0.34528169659666963
20 21,0.458839559880083
20 22,0.45654408661783014
20 23,0.5041129225941406
20 24,0.5628819854035834
20 25,0.6454779595321813
20 26,0.37855101055902923
20 27,0.571064077708152
20 28,0.21958401803755248
20 29,0.5901637456408112
20 30,0.24497262319561972
20 31,0.38149707594364174
20 32,0.6789243306187603
20 33,0.2136561652169499
20 34,0.13366574160569675
20 35,0.24974907437081081
20 36,0.1453332151437254
20 37,0.43585198418380605
20 38,0.5971231058410668
20 39,0.4587323937259501
20 40,0.4226199757105204
20 41,0.5627660307914234
20 42,0.531084813923342
20 43,0.599797088899041
20 44,0.41255654728758634
20 45,0.5846012578101739
20 46,0.38862288650842897
20 47,0.37419977680347116
20 48,0.32798388984728544
20 49,0.23542915328510292
20 50,0.278440472970567
20 51,0.6723365479391445
20 52,0.6277939530863019
20 53,0.613420354220316
20 54,0.5229297688559776
20 55,0.6620863079612064
20 56,0.15145255785798
20 57,0.7099679297044579
20 58,0.3803507882716512
20 59,0.22490065633113696
20 60,0.5878468505121172
20 61,0.2733751391190177
20 62,0.5927131182130945
20 63,0.649363139843308
20 64,0.5268386439106215
20 65,0.19334028076092893
20 66,0.40146043716517676
20 67,0.535005072304008
20 68,0.5512600072883591
20 69,0.5145639523211
20 70,0.13648346519808502
20 71,0.5035661062509423
20 72,0.4985386915652774
20 73,0.5499229115858394
20 74,0.4908877706333675
20 75,0.1523942487118469
20 76,0.2677159024875124
20 77,0.7073009736247767
20 78,0.6021443837586266
20 79,0.5659969255549419
20 80,0.23550052162528895
20 81,0.19765264831848767
20 82,0.2118214609599269
20 83,0.4307355484793316
20 84,0.3134844114725744
20 85,0.49645370566090335
20 86,0.5480765020118751
20 87,0.44318587664490006
20 88,0.6817761473672886
20 89,0.1772513036844095
20 90,0.5090060860071838
20 91,0.44472438713763707
20 92,0.07856862535636819
20 93,0.19102474935848043
20 94,0.3056054262667312
20 95,0.1820273760467546
20 96,0.33042696753498146
20 97,0.3355424562073409
20 98,0.5561133195900033
20 99,0.6313826365828658
21 22,0.19158207775815525
21 23,0.26908599278891865
21 24,0.3487578726779719
21 25,0.3231463361600348
21 26,0.2505224965584853
21 27,0.26122623233500997
21 28,0.3242895554479727
21 29,0.4129457774868495
21 30,0.2852955081130347
21 31,0.3429747642458253
21 32,0.3296116865278242
21 33,0.5096974194511305
21 34,0.3632038247975435
21 35,0.5051952287764421
21 36,0.48054576324348647
21 37,0.3105780456742225
21 38,0.2625496907750738
21 39,0.1615739446463517
21 40,0.39757037016833685
21 41,0.3379708359566123
21 42,0.29883488532956337
21 43,0.34413523845889843
21 44,0.478442177628374
21 45,0.26106152450956993
21 46,0.36637732941489326
21 47,0.2756807835061857
21 48,0.4651954333353789
21 49,0.473014357764489
21 50,0.4549750627503479
21 51,0.23605415659971524
21 52,0.4041515615044325
21 53,0.30888952529447017
21 54,0.0892198955537221
21 55,0.2921387432353496
21 56,0.3819032011958364
21 57,0.46754649738278203
21 58,0.4471403418255597
21 59,0.28695042779334695
21 60,0.4386005744317997
21 61,0.4907481780996172
21 62,0.24498777570945962
21 63,0.343490025478952
21 64,0.38608254862252284
21 65,0.40803647664656684
21 66,0.23878812467185334
21 67,0.3935484005385203
21 68,0.28206105250876384
21 69,0.332113669613073
21 70,0.5041192108873842
21 71,0.4193960889846528
21 72,0.16463138100768765
21 73,0.3454971653434734
21 74,0.4222896887900945
21 75,0.41260230787938296
21 76,0.24924226066414984
21 77,0.3437026152481262
21 78,0.24806983490578546
21 79,0.17855692003942683
21 80,0.43509004002536533
21 81,0.4594511153386624
21 82,0.46061422230101534
21 83,0.1288151946378284
21 84,0.39054199026754033
21 85,0.22818973674780077
21 86,0.21012937973942222
21 87,0.3741477657997156
21 88,0.25672343555976795
21 89,0.31718916322515195
21 90,0.2619665462799442
21 91,0.33435559767954404
21 92,0.4188662813382397
21 93,0.3324592984537617
21 94,0.44449310295451294
21 95,0.32454836038435875
21 96,0.14700359038815436
21 97,0.44642635537342235
21 98,0.4419117775186698
21 99,0.2560283518686459
22 23,0.1459592601936643
22 24,0.5263151624387364
22 25,0.2906579638203427
22 26,0.29227879034451515
22 27,0.33445960074641284
22 28,0.38491925225374707
22 29,0.5010659225267119
22 30,0.3952449328099656
22 31,0.3576860937046608
22 32,0.2724796444917203
22 33,0.5054915930065088
22 34,0.3881192358890321
22 35,0.5503324272130058
22 36,0.495257092702322
22 37,0.42159913191248205
22 38,0.22242445146005835
22 39,0.19510613578319178
22 40,0.2844292578374484
22 41,0.2336345463678288
22 42,0.25539124548360387
22 43,0.3603813281632956
22 44,0.41492221457020273
22 45,0.3812150308391538
22 46,0.44571450921386485
22 47,0.28495823209560023
22 48,0.5135942103759868
22 49,0.4945284083117599
22 50,0.2904904906611269
22 51,0.2797904293692084
22 52,0.4849797486652529
22 53,0.35761446019548254
22 54,0.25674356946253274
22 55,0.2979318712672729
22 56,0.3966145306546719
22 57,0.42783605813413456
22 58,0.3517035024278115
22 59,0.4157704144136773
22 60,0.41589693790424065
22 61,0.3436852087978526
22 62,0.19134005423084702
22 63,0.29697686514186916
22 64,0.4722224495099298
22 65,0.433045075698171
22 66,0.2807072322190932
22 67,0.5662133223932183
22 68,0.22161060994171589
22 69,0.28041550844639
22 70,0.35407422686192197
22 71,0.2757344802271059
22 72,0.3562134587658429
22 73,0.3636098553465266
22 74,0.29924591620811375
22 75,0.4319571252044642
22 76,0.22799042436887884
22 77,0.27806717185147806
22 78,0.19093779286968154
22 79,0.18986688895404472
22 80,0.306944226627058
22 81,0.2968768964318103
22 82,0.4807770474266107
22 83,0.19753349273777893
22 84,0.23688597278760043
22 85,0.3105134770246221
22 86,0.3983100969533598
22 87,0.45213372017701164
22 88,0.26230689068143126
22 89,0.3319004926839875
22 90,0.31069148118095663
22 91,0.36416337667709914
22 92,0.41652421409592905
22 93,0.35567402927314146
22 94,0.3146466092840967
22 95,0.3072831504803725
22 96,0.15332800343659012
22 97,0.32678394333565924
22 98,0.40029098508765354
22 99,0.2571342391506107
23 24,0.43825202873219676
23 25,0.17635931307593758
23 26,0.3247689052232988
23 27,0.2625117716091894
23 28,0.46263284019477036
23 29,0.3750022918177183
23 30,0.4267139955436457
23 31,0.26207162896342406
23 32,0.19200458666593936
23 33,0.5057675392241762
23 34,0.4173300437225787
23 35,0.4375465276878097
23 36,0.3927933128925921
23 37,0.30324680490305045
23 38,0.10661562542379686
23 39,0.12043721821059418
23 40,0.22402378035522036
23 41,0.12615414803854494
23 42,0.2017925045059788
23 43,0.23854130916204322
23 44,0.4589033140820645
23 45,0.277561551405282
23 46,0.3286668136460508
23 47,0.20342018754266378
23 48,0.5292927639927784
23 49,0.5339898917580175
23 50,0.3761322905373308
23 51,0.19957682816973543
23 52,0.42244390349970035
23 53,0.27390009796100195
23 54,0.3432973233841928
23 55,0.2055924329861135
23 56,0.43602942012087154
23 57,0.28697883875679686
23 58,0.36838052962581624
23 59,0.48029945913101846
23 60,0.3260601266901682
23 61,0.4153897264440914
23 62,0.10938111072472201
23 63,0.23951665753727713
23 64,0.46077845661039785
23 65,0.4755351678481839
23 66,0.21875847120226863
23 67,0.471931445481634
23 68,0.2627840244016083
23 69,0.161462119094213
23 70,0.41175395651077007
23 71,0.21591972349692745
23 72,0.228728711665087
23 73,0.39962338426850863
23 74,0.1662863764505691
23 75,0.4795645243284974
23 76,0.27851305351186023
23 77,0.2031880510306361
23 78,0.2561248355005216
23 79,0.13881180047472824
23 80,0.35092532613891975
23 81,0.35022906812797505
23 82,0.3852557706454895
23 83,0.29382978272052773
23 84,0.27119882143747354
23 85,0.27600493365850626
23 86,0.2587575090176398
23 87,0.44482106017593587
23 88,0.19942261346012957
23 89,0.38403553870596013
23 90,0.2087122787638276
23 91,0.29686562674964184
23 92,0.4761608909072037
23 93,0.3532242276574289
23 94,0.24669343737049337
23 95,0.35795048613052527
23 96,0.2101938915670957
23 97,0.21124433958904865
23 98,0.2951247544345726
23 99,0.19349566979035743
24 25,0.34307185397825457
24 26,0.2700286685561851
24 27,0.26645873629549827
24 28,0.5807129333524256
24 29,0.2179480389995401
24 30,0.5321950764936779
24 31,0.4912348768441556
24 32,0.36997953653005916
24 33,0.5725041726234987
24 34,0.525401219625839
24 35,0.33403883437772036
24 36,0.4383296853656264
24 37,0.4429030170927932
24 38,0.42831436617413415
24 39,0.36067195337874536
24 40,0.5932670183565129
24 41,0.3463216515027884
24 42,0.36029117070594807
24 43,0.3670427710008159
24 44,0.5824846031518744
24 45,0.26918558268613163
24 46,0.48784135772585013
24 47,0.422397839857627
24 48,0.5587076193658219
24 49,0.5736554227437718
24 50,0.6101163106962354
24 51,0.278357740245001
24 52,0.20505355277203874
24 53,0.2916167580742064
24 54,0.28718411743804323
24 55,0.2817129424439338
24 56,0.48254426617511914
24 57,0.326690963722609
24 58,0.44443595903669403
24 59,0.5221083131994305
24 60,0.41860671877616173
24 61,0.4959806820601055
24 62,0.42662546698153586
24 63,0.3679406142677585
24 64,0.46291408979228177
24 65,0.4985666479533121
24 66,0.27595614256394174
24 67,0.18764767071769123
24 68,0.407009401377212
24 69,0.4978783450121334
24 70,0.6032692685048181
24 71,0.2776676947647307
24 72,0.3060887725175826
24 73,0.49375727794180374
24 74,0.383474971456452
24 75,0.5133217871177874
24 76,0.4218096571516456
24 77,0.3983561795360755
24 78,0.43605673252706806
24 79,0.360377123340705
24 80,0.6785882478617908
24 81,0.6320185118261582
24 82,0.45786324553209184
24 83,0.45852544826818137
